     TotalZoneNumber           NParticle        CumulativeNP     CumulativeRatio
                9365              100000        2.275388e+07        2.275388e+02
                9366              100000        2.275456e+07        2.275456e+02
                9367              100000        2.275523e+07        2.275523e+02
                9368              100000        2.275591e+07        2.275591e+02
                9369              100000        2.275659e+07        2.275659e+02
                9370              100000        2.275726e+07        2.275726e+02
                9371              100000        2.275794e+07        2.275794e+02
                9372              100000        2.275862e+07        2.275862e+02
                9373              100000        2.275930e+07        2.275930e+02
                9374              100000        2.275997e+07        2.275997e+02
                9375              100000        2.276065e+07        2.276065e+02
                9376              100000        2.276133e+07        2.276133e+02
                9377              100000        2.276200e+07        2.276200e+02
                9378              100000        2.276268e+07        2.276268e+02
                9379              100000        2.276336e+07        2.276336e+02
                9380              100000        2.276403e+07        2.276403e+02
                9381              100000        2.276471e+07        2.276471e+02
                9382              100000        2.276539e+07        2.276539e+02
                9383              100000        2.276606e+07        2.276606e+02
                9384              100000        2.276674e+07        2.276674e+02
                9385              100000        2.276742e+07        2.276742e+02
                9386              100000        2.276809e+07        2.276809e+02
                9387              100000        2.276877e+07        2.276877e+02
                9388              100000        2.276944e+07        2.276944e+02
                9389              100000        2.277012e+07        2.277012e+02
                9390              100000        2.277080e+07        2.277080e+02
                9391              100000        2.277147e+07        2.277147e+02
                9392              100000        2.277215e+07        2.277215e+02
                9393              100000        2.277283e+07        2.277283e+02
                9394              100000        2.277350e+07        2.277350e+02
                9395              100000        2.277418e+07        2.277418e+02
                9396              100000        2.277485e+07        2.277485e+02
                9397              100000        2.277553e+07        2.277553e+02
                9398              100000        2.277620e+07        2.277620e+02
                9399              100000        2.277688e+07        2.277688e+02
                9400              100000        2.277756e+07        2.277756e+02
                9401              100000        2.277823e+07        2.277823e+02
                9402              100000        2.277891e+07        2.277891e+02
                9403              100000        2.277958e+07        2.277958e+02
                9404              100000        2.278026e+07        2.278026e+02
                9405              100000        2.278093e+07        2.278093e+02
                9406              100000        2.278161e+07        2.278161e+02
                9407              100000        2.278228e+07        2.278228e+02
                9408              100000        2.278296e+07        2.278296e+02
                9409              100000        2.278363e+07        2.278363e+02
                9410              100000        2.278431e+07        2.278431e+02
                9411              100000        2.278498e+07        2.278498e+02
                9412              100000        2.278566e+07        2.278566e+02
                9413              100000        2.278633e+07        2.278633e+02
                9414              100000        2.278701e+07        2.278701e+02
                9415              100000        2.278768e+07        2.278768e+02
                9416              100000        2.278836e+07        2.278836e+02
                9417              100000        2.278903e+07        2.278903e+02
                9418              100000        2.278971e+07        2.278971e+02
                9419              100000        2.279038e+07        2.279038e+02
                9420              100000        2.279105e+07        2.279105e+02
                9421              100000        2.279173e+07        2.279173e+02
                9422              100000        2.279240e+07        2.279240e+02
                9423              100000        2.279308e+07        2.279308e+02
                9424              100000        2.279375e+07        2.279375e+02
                9425              100000        2.279443e+07        2.279443e+02
                9426              100000        2.279510e+07        2.279510e+02
                9427              100000        2.279577e+07        2.279577e+02
                9428              100000        2.279645e+07        2.279645e+02
                9429              100000        2.279712e+07        2.279712e+02
                9430              100000        2.279780e+07        2.279780e+02
                9431              100000        2.279847e+07        2.279847e+02
                9432              100000        2.279914e+07        2.279914e+02
                9433              100000        2.279982e+07        2.279982e+02
                9434              100000        2.280049e+07        2.280049e+02
                9435              100000        2.280116e+07        2.280116e+02
                9436              100000        2.280184e+07        2.280184e+02
                9437              100000        2.280251e+07        2.280251e+02
                9438              100000        2.280319e+07        2.280319e+02
                9439              100000        2.280386e+07        2.280386e+02
                9440              100000        2.280453e+07        2.280453e+02
                9441              100000        2.280521e+07        2.280521e+02
                9442              100000        2.280588e+07        2.280588e+02
                9443              100000        2.280655e+07        2.280655e+02
                9444              100000        2.280722e+07        2.280722e+02
                9445              100000        2.280790e+07        2.280790e+02
                9446              100000        2.280857e+07        2.280857e+02
                9447              100000        2.280924e+07        2.280924e+02
                9448              100000        2.280992e+07        2.280992e+02
                9449              100000        2.281059e+07        2.281059e+02
                9450              100000        2.281126e+07        2.281126e+02
                9451              100000        2.281194e+07        2.281194e+02
                9452              100000        2.281261e+07        2.281261e+02
                9453              100000        2.281328e+07        2.281328e+02
                9454              100000        2.281395e+07        2.281395e+02
                9455              100000        2.281463e+07        2.281463e+02
                9456              100000        2.281530e+07        2.281530e+02
                9457              100000        2.281597e+07        2.281597e+02
                9458              100000        2.281664e+07        2.281664e+02
                9459              100000        2.281732e+07        2.281732e+02
                9460              100000        2.281799e+07        2.281799e+02
                9461              100000        2.281866e+07        2.281866e+02
                9462              100000        2.281933e+07        2.281933e+02
                9463              100000        2.282000e+07        2.282000e+02
                9464              100000        2.282068e+07        2.282068e+02
                9465              100000        2.282135e+07        2.282135e+02
                9466              100000        2.282202e+07        2.282202e+02
                9467              100000        2.282269e+07        2.282269e+02
                9468              100000        2.282336e+07        2.282336e+02
                9469              100000        2.282404e+07        2.282404e+02
                9470              100000        2.282471e+07        2.282471e+02
                9471              100000        2.282538e+07        2.282538e+02
                9472              100000        2.282605e+07        2.282605e+02
                9473              100000        2.282672e+07        2.282672e+02
                9474              100000        2.282739e+07        2.282739e+02
                9475              100000        2.282807e+07        2.282807e+02
                9476              100000        2.282874e+07        2.282874e+02
                9477              100000        2.282941e+07        2.282941e+02
                9478              100000        2.283008e+07        2.283008e+02
                9479              100000        2.283075e+07        2.283075e+02
                9480              100000        2.283142e+07        2.283142e+02
                9481              100000        2.283209e+07        2.283209e+02
                9482              100000        2.283276e+07        2.283276e+02
                9483              100000        2.283344e+07        2.283344e+02
                9484              100000        2.283411e+07        2.283411e+02
                9485              100000        2.283478e+07        2.283478e+02
                9486              100000        2.283545e+07        2.283545e+02
                9487              100000        2.283612e+07        2.283612e+02
                9488              100000        2.283679e+07        2.283679e+02
                9489              100000        2.283746e+07        2.283746e+02
                9490              100000        2.283813e+07        2.283813e+02
                9491              100000        2.283880e+07        2.283880e+02
                9492              100000        2.283947e+07        2.283947e+02
                9493              100000        2.284014e+07        2.284014e+02
                9494              100000        2.284081e+07        2.284081e+02
                9495              100000        2.284148e+07        2.284148e+02
                9496              100000        2.284215e+07        2.284215e+02
                9497              100000        2.284282e+07        2.284282e+02
                9498              100000        2.284349e+07        2.284349e+02
                9499              100000        2.284416e+07        2.284416e+02
                9500              100000        2.284483e+07        2.284483e+02
                9501              100000        2.284550e+07        2.284550e+02
                9502              100000        2.284617e+07        2.284617e+02
                9503              100000        2.284684e+07        2.284684e+02
                9504              100000        2.284751e+07        2.284751e+02
                9505              100000        2.284818e+07        2.284818e+02
                9506              100000        2.284885e+07        2.284885e+02
                9507              100000        2.284952e+07        2.284952e+02
                9508              100000        2.285019e+07        2.285019e+02
                9509              100000        2.285086e+07        2.285086e+02
                9510              100000        2.285153e+07        2.285153e+02
                9511              100000        2.285220e+07        2.285220e+02
                9512              100000        2.285287e+07        2.285287e+02
                9513              100000        2.285354e+07        2.285354e+02
                9514              100000        2.285421e+07        2.285421e+02
                9515              100000        2.285488e+07        2.285488e+02
                9516              100000        2.285555e+07        2.285555e+02
                9517              100000        2.285622e+07        2.285622e+02
                9518              100000        2.285689e+07        2.285689e+02
                9519              100000        2.285756e+07        2.285756e+02
                9520              100000        2.285823e+07        2.285823e+02
                9521              100000        2.285889e+07        2.285889e+02
                9522              100000        2.285956e+07        2.285956e+02
                9523              100000        2.286023e+07        2.286023e+02
                9524              100000        2.286090e+07        2.286090e+02
                9525              100000        2.286157e+07        2.286157e+02
                9526              100000        2.286224e+07        2.286224e+02
                9527              100000        2.286291e+07        2.286291e+02
                9528              100000        2.286358e+07        2.286358e+02
                9529              100000        2.286424e+07        2.286424e+02
                9530              100000        2.286491e+07        2.286491e+02
                9531              100000        2.286558e+07        2.286558e+02
                9532              100000        2.286625e+07        2.286625e+02
                9533              100000        2.286692e+07        2.286692e+02
                9534              100000        2.286759e+07        2.286759e+02
                9535              100000        2.286825e+07        2.286825e+02
                9536              100000        2.286892e+07        2.286892e+02
                9537              100000        2.286959e+07        2.286959e+02
                9538              100000        2.287026e+07        2.287026e+02
                9539              100000        2.287093e+07        2.287093e+02
                9540              100000        2.287160e+07        2.287160e+02
                9541              100000        2.287226e+07        2.287226e+02
                9542              100000        2.287293e+07        2.287293e+02
                9543              100000        2.287360e+07        2.287360e+02
                9544              100000        2.287427e+07        2.287427e+02
                9545              100000        2.287493e+07        2.287493e+02
                9546              100000        2.287560e+07        2.287560e+02
                9547              100000        2.287627e+07        2.287627e+02
                9548              100000        2.287694e+07        2.287694e+02
                9549              100000        2.287760e+07        2.287760e+02
                9550              100000        2.287827e+07        2.287827e+02
                9551              100000        2.287894e+07        2.287894e+02
                9552              100000        2.287961e+07        2.287961e+02
                9553              100000        2.288027e+07        2.288027e+02
                9554              100000        2.288094e+07        2.288094e+02
                9555              100000        2.288161e+07        2.288161e+02
                9556              100000        2.288228e+07        2.288228e+02
                9557              100000        2.288294e+07        2.288294e+02
                9558              100000        2.288361e+07        2.288361e+02
                9559              100000        2.288428e+07        2.288428e+02
                9560              100000        2.288494e+07        2.288494e+02
                9561              100000        2.288561e+07        2.288561e+02
                9562              100000        2.288628e+07        2.288628e+02
                9563              100000        2.288694e+07        2.288694e+02
                9564              100000        2.288761e+07        2.288761e+02
                9565              100000        2.288828e+07        2.288828e+02
                9566              100000        2.288894e+07        2.288894e+02
                9567              100000        2.288961e+07        2.288961e+02
                9568              100000        2.289028e+07        2.289028e+02
                9569              100000        2.289094e+07        2.289094e+02
                9570              100000        2.289161e+07        2.289161e+02
                9571              100000        2.289228e+07        2.289228e+02
                9572              100000        2.289294e+07        2.289294e+02
                9573              100000        2.289361e+07        2.289361e+02
                9574              100000        2.289427e+07        2.289427e+02
                9575              100000        2.289494e+07        2.289494e+02
                9576              100000        2.289561e+07        2.289561e+02
                9577              100000        2.289627e+07        2.289627e+02
                9578              100000        2.289694e+07        2.289694e+02
                9579              100000        2.289760e+07        2.289760e+02
                9580              100000        2.289827e+07        2.289827e+02
                9581              100000        2.289894e+07        2.289894e+02
                9582              100000        2.289960e+07        2.289960e+02
                9583              100000        2.290027e+07        2.290027e+02
                9584              100000        2.290093e+07        2.290093e+02
                9585              100000        2.290160e+07        2.290160e+02
                9586              100000        2.290226e+07        2.290226e+02
                9587              100000        2.290293e+07        2.290293e+02
                9588              100000        2.290360e+07        2.290360e+02
                9589              100000        2.290426e+07        2.290426e+02
                9590              100000        2.290493e+07        2.290493e+02
                9591              100000        2.290559e+07        2.290559e+02
                9592              100000        2.290626e+07        2.290626e+02
                9593              100000        2.290692e+07        2.290692e+02
                9594              100000        2.290759e+07        2.290759e+02
                9595              100000        2.290825e+07        2.290825e+02
                9596              100000        2.290892e+07        2.290892e+02
                9597              100000        2.290958e+07        2.290958e+02
                9598              100000        2.291025e+07        2.291025e+02
                9599              100000        2.291091e+07        2.291091e+02
                9600              100000        2.291158e+07        2.291158e+02
                9601              100000        2.291224e+07        2.291224e+02
                9602              100000        2.291291e+07        2.291291e+02
                9603              100000        2.291357e+07        2.291357e+02
                9604              100000        2.291424e+07        2.291424e+02
                9605              100000        2.291490e+07        2.291490e+02
                9606              100000        2.291556e+07        2.291556e+02
                9607              100000        2.291623e+07        2.291623e+02
                9608              100000        2.291689e+07        2.291689e+02
                9609              100000        2.291756e+07        2.291756e+02
                9610              100000        2.291822e+07        2.291822e+02
                9611              100000        2.291889e+07        2.291889e+02
                9612              100000        2.291955e+07        2.291955e+02
                9613              100000        2.292021e+07        2.292021e+02
                9614              100000        2.292088e+07        2.292088e+02
                9615              100000        2.292154e+07        2.292154e+02
                9616              100000        2.292221e+07        2.292221e+02
                9617              100000        2.292287e+07        2.292287e+02
                9618              100000        2.292353e+07        2.292353e+02
                9619              100000        2.292420e+07        2.292420e+02
                9620              100000        2.292486e+07        2.292486e+02
                9621              100000        2.292553e+07        2.292553e+02
                9622              100000        2.292619e+07        2.292619e+02
                9623              100000        2.292685e+07        2.292685e+02
                9624              100000        2.292752e+07        2.292752e+02
                9625              100000        2.292818e+07        2.292818e+02
                9626              100000        2.292884e+07        2.292884e+02
                9627              100000        2.292951e+07        2.292951e+02
                9628              100000        2.293017e+07        2.293017e+02
                9629              100000        2.293083e+07        2.293083e+02
                9630              100000        2.293150e+07        2.293150e+02
                9631              100000        2.293216e+07        2.293216e+02
                9632              100000        2.293282e+07        2.293282e+02
                9633              100000        2.293349e+07        2.293349e+02
                9634              100000        2.293415e+07        2.293415e+02
                9635              100000        2.293481e+07        2.293481e+02
                9636              100000        2.293547e+07        2.293547e+02
                9637              100000        2.293614e+07        2.293614e+02
                9638              100000        2.293680e+07        2.293680e+02
                9639              100000        2.293746e+07        2.293746e+02
                9640              100000        2.293813e+07        2.293813e+02
                9641              100000        2.293879e+07        2.293879e+02
                9642              100000        2.293945e+07        2.293945e+02
                9643              100000        2.294011e+07        2.294011e+02
                9644              100000        2.294078e+07        2.294078e+02
                9645              100000        2.294144e+07        2.294144e+02
                9646              100000        2.294210e+07        2.294210e+02
                9647              100000        2.294276e+07        2.294276e+02
                9648              100000        2.294342e+07        2.294342e+02
                9649              100000        2.294409e+07        2.294409e+02
                9650              100000        2.294475e+07        2.294475e+02
                9651              100000        2.294541e+07        2.294541e+02
                9652              100000        2.294607e+07        2.294607e+02
                9653              100000        2.294674e+07        2.294674e+02
                9654              100000        2.294740e+07        2.294740e+02
                9655              100000        2.294806e+07        2.294806e+02
                9656              100000        2.294872e+07        2.294872e+02
                9657              100000        2.294938e+07        2.294938e+02
                9658              100000        2.295004e+07        2.295004e+02
                9659              100000        2.295071e+07        2.295071e+02
                9660              100000        2.295137e+07        2.295137e+02
                9661              100000        2.295203e+07        2.295203e+02
                9662              100000        2.295269e+07        2.295269e+02
                9663              100000        2.295335e+07        2.295335e+02
                9664              100000        2.295401e+07        2.295401e+02
                9665              100000        2.295468e+07        2.295468e+02
                9666              100000        2.295534e+07        2.295534e+02
                9667              100000        2.295600e+07        2.295600e+02
                9668              100000        2.295666e+07        2.295666e+02
                9669              100000        2.295732e+07        2.295732e+02
                9670              100000        2.295798e+07        2.295798e+02
                9671              100000        2.295864e+07        2.295864e+02
                9672              100000        2.295930e+07        2.295930e+02
                9673              100000        2.295996e+07        2.295996e+02
                9674              100000        2.296063e+07        2.296063e+02
                9675              100000        2.296129e+07        2.296129e+02
                9676              100000        2.296195e+07        2.296195e+02
                9677              100000        2.296261e+07        2.296261e+02
                9678              100000        2.296327e+07        2.296327e+02
                9679              100000        2.296393e+07        2.296393e+02
                9680              100000        2.296459e+07        2.296459e+02
                9681              100000        2.296525e+07        2.296525e+02
                9682              100000        2.296591e+07        2.296591e+02
                9683              100000        2.296657e+07        2.296657e+02
                9684              100000        2.296723e+07        2.296723e+02
                9685              100000        2.296789e+07        2.296789e+02
                9686              100000        2.296855e+07        2.296855e+02
                9687              100000        2.296921e+07        2.296921e+02
                9688              100000        2.296987e+07        2.296987e+02
                9689              100000        2.297053e+07        2.297053e+02
                9690              100000        2.297119e+07        2.297119e+02
                9691              100000        2.297185e+07        2.297185e+02
                9692              100000        2.297251e+07        2.297251e+02
                9693              100000        2.297317e+07        2.297317e+02
                9694              100000        2.297383e+07        2.297383e+02
                9695              100000        2.297449e+07        2.297449e+02
                9696              100000        2.297515e+07        2.297515e+02
                9697              100000        2.297581e+07        2.297581e+02
                9698              100000        2.297647e+07        2.297647e+02
                9699              100000        2.297713e+07        2.297713e+02
                9700              100000        2.297779e+07        2.297779e+02
                9701              100000        2.297845e+07        2.297845e+02
                9702              100000        2.297911e+07        2.297911e+02
                9703              100000        2.297977e+07        2.297977e+02
                9704              100000        2.298043e+07        2.298043e+02
                9705              100000        2.298109e+07        2.298109e+02
                9706              100000        2.298175e+07        2.298175e+02
                9707              100000        2.298241e+07        2.298241e+02
                9708              100000        2.298307e+07        2.298307e+02
                9709              100000        2.298372e+07        2.298372e+02
                9710              100000        2.298438e+07        2.298438e+02
                9711              100000        2.298504e+07        2.298504e+02
                9712              100000        2.298570e+07        2.298570e+02
                9713              100000        2.298636e+07        2.298636e+02
                9714              100000        2.298702e+07        2.298702e+02
                9715              100000        2.298768e+07        2.298768e+02
                9716              100000        2.298834e+07        2.298834e+02
                9717              100000        2.298900e+07        2.298900e+02
                9718              100000        2.298965e+07        2.298965e+02
                9719              100000        2.299031e+07        2.299031e+02
                9720              100000        2.299097e+07        2.299097e+02
                9721              100000        2.299163e+07        2.299163e+02
                9722              100000        2.299229e+07        2.299229e+02
                9723              100000        2.299295e+07        2.299295e+02
                9724              100000        2.299360e+07        2.299360e+02
                9725              100000        2.299426e+07        2.299426e+02
                9726              100000        2.299492e+07        2.299492e+02
                9727              100000        2.299558e+07        2.299558e+02
                9728              100000        2.299624e+07        2.299624e+02
                9729              100000        2.299690e+07        2.299690e+02
                9730              100000        2.299755e+07        2.299755e+02
                9731              100000        2.299821e+07        2.299821e+02
                9732              100000        2.299887e+07        2.299887e+02
                9733              100000        2.299953e+07        2.299953e+02
                9734              100000        2.300019e+07        2.300019e+02
                9735              100000        2.300084e+07        2.300084e+02
                9736              100000        2.300150e+07        2.300150e+02
                9737              100000        2.300216e+07        2.300216e+02
                9738              100000        2.300282e+07        2.300282e+02
                9739              100000        2.300347e+07        2.300347e+02
                9740              100000        2.300413e+07        2.300413e+02
                9741              100000        2.300479e+07        2.300479e+02
                9742              100000        2.300545e+07        2.300545e+02
                9743              100000        2.300610e+07        2.300610e+02
                9744              100000        2.300676e+07        2.300676e+02
                9745              100000        2.300742e+07        2.300742e+02
                9746              100000        2.300807e+07        2.300807e+02
                9747              100000        2.300873e+07        2.300873e+02
                9748              100000        2.300939e+07        2.300939e+02
                9749              100000        2.301005e+07        2.301005e+02
                9750              100000        2.301070e+07        2.301070e+02
                9751              100000        2.301136e+07        2.301136e+02
                9752              100000        2.301202e+07        2.301202e+02
                9753              100000        2.301267e+07        2.301267e+02
                9754              100000        2.301333e+07        2.301333e+02
                9755              100000        2.301399e+07        2.301399e+02
                9756              100000        2.301464e+07        2.301464e+02
                9757              100000        2.301530e+07        2.301530e+02
                9758              100000        2.301596e+07        2.301596e+02
                9759              100000        2.301661e+07        2.301661e+02
                9760              100000        2.301727e+07        2.301727e+02
                9761              100000        2.301793e+07        2.301793e+02
                9762              100000        2.301858e+07        2.301858e+02
                9763              100000        2.301924e+07        2.301924e+02
                9764              100000        2.301990e+07        2.301990e+02
                9765              100000        2.302055e+07        2.302055e+02
                9766              100000        2.302121e+07        2.302121e+02
                9767              100000        2.302186e+07        2.302186e+02
                9768              100000        2.302252e+07        2.302252e+02
                9769              100000        2.302318e+07        2.302318e+02
                9770              100000        2.302383e+07        2.302383e+02
                9771              100000        2.302449e+07        2.302449e+02
                9772              100000        2.302514e+07        2.302514e+02
                9773              100000        2.302580e+07        2.302580e+02
                9774              100000        2.302646e+07        2.302646e+02
                9775              100000        2.302711e+07        2.302711e+02
                9776              100000        2.302777e+07        2.302777e+02
                9777              100000        2.302842e+07        2.302842e+02
                9778              100000        2.302908e+07        2.302908e+02
                9779              100000        2.302973e+07        2.302973e+02
                9780              100000        2.303039e+07        2.303039e+02
                9781              100000        2.303104e+07        2.303104e+02
                9782              100000        2.303170e+07        2.303170e+02
                9783              100000        2.303235e+07        2.303235e+02
                9784              100000        2.303301e+07        2.303301e+02
                9785              100000        2.303367e+07        2.303367e+02
                9786              100000        2.303432e+07        2.303432e+02
                9787              100000        2.303498e+07        2.303498e+02
                9788              100000        2.303563e+07        2.303563e+02
                9789              100000        2.303629e+07        2.303629e+02
                9790              100000        2.303694e+07        2.303694e+02
                9791              100000        2.303760e+07        2.303760e+02
                9792              100000        2.303825e+07        2.303825e+02
                9793              100000        2.303890e+07        2.303890e+02
                9794              100000        2.303956e+07        2.303956e+02
                9795              100000        2.304021e+07        2.304021e+02
                9796              100000        2.304087e+07        2.304087e+02
                9797              100000        2.304152e+07        2.304152e+02
                9798              100000        2.304218e+07        2.304218e+02
                9799              100000        2.304283e+07        2.304283e+02
                9800              100000        2.304349e+07        2.304349e+02
                9801              100000        2.304414e+07        2.304414e+02
                9802              100000        2.304480e+07        2.304480e+02
                9803              100000        2.304545e+07        2.304545e+02
                9804              100000        2.304610e+07        2.304610e+02
                9805              100000        2.304676e+07        2.304676e+02
                9806              100000        2.304741e+07        2.304741e+02
                9807              100000        2.304807e+07        2.304807e+02
                9808              100000        2.304872e+07        2.304872e+02
                9809              100000        2.304937e+07        2.304937e+02
                9810              100000        2.305003e+07        2.305003e+02
                9811              100000        2.305068e+07        2.305068e+02
                9812              100000        2.305134e+07        2.305134e+02
                9813              100000        2.305199e+07        2.305199e+02
                9814              100000        2.305264e+07        2.305264e+02
                9815              100000        2.305330e+07        2.305330e+02
                9816              100000        2.305395e+07        2.305395e+02
                9817              100000        2.305460e+07        2.305460e+02
                9818              100000        2.305526e+07        2.305526e+02
                9819              100000        2.305591e+07        2.305591e+02
                9820              100000        2.305656e+07        2.305656e+02
                9821              100000        2.305722e+07        2.305722e+02
                9822              100000        2.305787e+07        2.305787e+02
                9823              100000        2.305852e+07        2.305852e+02
                9824              100000        2.305918e+07        2.305918e+02
                9825              100000        2.305983e+07        2.305983e+02
                9826              100000        2.306048e+07        2.306048e+02
                9827              100000        2.306114e+07        2.306114e+02
                9828              100000        2.306179e+07        2.306179e+02
                9829              100000        2.306244e+07        2.306244e+02
                9830              100000        2.306310e+07        2.306310e+02
                9831              100000        2.306375e+07        2.306375e+02
                9832              100000        2.306440e+07        2.306440e+02
                9833              100000        2.306505e+07        2.306505e+02
                9834              100000        2.306571e+07        2.306571e+02
                9835              100000        2.306636e+07        2.306636e+02
                9836              100000        2.306701e+07        2.306701e+02
                9837              100000        2.306767e+07        2.306767e+02
                9838              100000        2.306832e+07        2.306832e+02
                9839              100000        2.306897e+07        2.306897e+02
                9840              100000        2.306962e+07        2.306962e+02
                9841              100000        2.307027e+07        2.307027e+02
                9842              100000        2.307093e+07        2.307093e+02
                9843              100000        2.307158e+07        2.307158e+02
                9844              100000        2.307223e+07        2.307223e+02
                9845              100000        2.307288e+07        2.307288e+02
                9846              100000        2.307354e+07        2.307354e+02
                9847              100000        2.307419e+07        2.307419e+02
                9848              100000        2.307484e+07        2.307484e+02
                9849              100000        2.307549e+07        2.307549e+02
                9850              100000        2.307614e+07        2.307614e+02
                9851              100000        2.307680e+07        2.307680e+02
                9852              100000        2.307745e+07        2.307745e+02
                9853              100000        2.307810e+07        2.307810e+02
                9854              100000        2.307875e+07        2.307875e+02
                9855              100000        2.307940e+07        2.307940e+02
                9856              100000        2.308005e+07        2.308005e+02
                9857              100000        2.308071e+07        2.308071e+02
                9858              100000        2.308136e+07        2.308136e+02
                9859              100000        2.308201e+07        2.308201e+02
                9860              100000        2.308266e+07        2.308266e+02
                9861              100000        2.308331e+07        2.308331e+02
                9862              100000        2.308396e+07        2.308396e+02
                9863              100000        2.308461e+07        2.308461e+02
                9864              100000        2.308526e+07        2.308526e+02
                9865              100000        2.308592e+07        2.308592e+02
                9866              100000        2.308657e+07        2.308657e+02
                9867              100000        2.308722e+07        2.308722e+02
                9868              100000        2.308787e+07        2.308787e+02
                9869              100000        2.308852e+07        2.308852e+02
                9870              100000        2.308917e+07        2.308917e+02
                9871              100000        2.308982e+07        2.308982e+02
                9872              100000        2.309047e+07        2.309047e+02
                9873              100000        2.309112e+07        2.309112e+02
                9874              100000        2.309177e+07        2.309177e+02
                9875              100000        2.309242e+07        2.309242e+02
                9876              100000        2.309308e+07        2.309308e+02
                9877              100000        2.309373e+07        2.309373e+02
                9878              100000        2.309438e+07        2.309438e+02
                9879              100000        2.309503e+07        2.309503e+02
                9880              100000        2.309568e+07        2.309568e+02
                9881              100000        2.309633e+07        2.309633e+02
                9882              100000        2.309698e+07        2.309698e+02
                9883              100000        2.309763e+07        2.309763e+02
                9884              100000        2.309828e+07        2.309828e+02
                9885              100000        2.309893e+07        2.309893e+02
                9886              100000        2.309958e+07        2.309958e+02
                9887              100000        2.310023e+07        2.310023e+02
                9888              100000        2.310088e+07        2.310088e+02
                9889              100000        2.310153e+07        2.310153e+02
                9890              100000        2.310218e+07        2.310218e+02
                9891              100000        2.310283e+07        2.310283e+02
                9892              100000        2.310348e+07        2.310348e+02
                9893              100000        2.310413e+07        2.310413e+02
                9894              100000        2.310478e+07        2.310478e+02
                9895              100000        2.310543e+07        2.310543e+02
                9896              100000        2.310608e+07        2.310608e+02
                9897              100000        2.310673e+07        2.310673e+02
                9898              100000        2.310738e+07        2.310738e+02
                9899              100000        2.310802e+07        2.310802e+02
                9900              100000        2.310867e+07        2.310867e+02
                9901              100000        2.310932e+07        2.310932e+02
                9902              100000        2.310997e+07        2.310997e+02
                9903              100000        2.311062e+07        2.311062e+02
                9904              100000        2.311127e+07        2.311127e+02
                9905              100000        2.311192e+07        2.311192e+02
                9906              100000        2.311257e+07        2.311257e+02
                9907              100000        2.311322e+07        2.311322e+02
                9908              100000        2.311387e+07        2.311387e+02
                9909              100000        2.311452e+07        2.311452e+02
                9910              100000        2.311517e+07        2.311517e+02
                9911              100000        2.311581e+07        2.311581e+02
                9912              100000        2.311646e+07        2.311646e+02
                9913              100000        2.311711e+07        2.311711e+02
                9914              100000        2.311776e+07        2.311776e+02
                9915              100000        2.311841e+07        2.311841e+02
                9916              100000        2.311906e+07        2.311906e+02
                9917              100000        2.311971e+07        2.311971e+02
                9918              100000        2.312035e+07        2.312035e+02
                9919              100000        2.312100e+07        2.312100e+02
                9920              100000        2.312165e+07        2.312165e+02
