     TotalZoneNumber           NParticle        CumulativeNP     CumulativeRatio
               33669              100000        3.224282e+07        3.224282e+02
               33670              100000        3.224307e+07        3.224307e+02
               33671              100000        3.224333e+07        3.224333e+02
               33672              100000        3.224358e+07        3.224358e+02
               33673              100000        3.224384e+07        3.224384e+02
               33674              100000        3.224410e+07        3.224410e+02
               33675              100000        3.224435e+07        3.224435e+02
               33676              100000        3.224461e+07        3.224461e+02
               33677              100000        3.224486e+07        3.224486e+02
               33678              100000        3.224512e+07        3.224512e+02
               33679              100000        3.224537e+07        3.224537e+02
               33680              100000        3.224563e+07        3.224563e+02
               33681              100000        3.224588e+07        3.224588e+02
               33682              100000        3.224614e+07        3.224614e+02
               33683              100000        3.224639e+07        3.224639e+02
               33684              100000        3.224665e+07        3.224665e+02
               33685              100000        3.224690e+07        3.224690e+02
               33686              100000        3.224716e+07        3.224716e+02
               33687              100000        3.224742e+07        3.224742e+02
               33688              100000        3.224767e+07        3.224767e+02
               33689              100000        3.224793e+07        3.224793e+02
               33690              100000        3.224818e+07        3.224818e+02
               33691              100000        3.224844e+07        3.224844e+02
               33692              100000        3.224869e+07        3.224869e+02
               33693              100000        3.224895e+07        3.224895e+02
               33694              100000        3.224920e+07        3.224920e+02
               33695              100000        3.224946e+07        3.224946e+02
               33696              100000        3.224971e+07        3.224971e+02
               33697              100000        3.224997e+07        3.224997e+02
               33698              100000        3.225022e+07        3.225022e+02
               33699              100000        3.225048e+07        3.225048e+02
               33700              100000        3.225073e+07        3.225073e+02
               33701              100000        3.225099e+07        3.225099e+02
               33702              100000        3.225125e+07        3.225125e+02
               33703              100000        3.225150e+07        3.225150e+02
               33704              100000        3.225176e+07        3.225176e+02
               33705              100000        3.225201e+07        3.225201e+02
               33706              100000        3.225227e+07        3.225227e+02
               33707              100000        3.225252e+07        3.225252e+02
               33708              100000        3.225278e+07        3.225278e+02
               33709              100000        3.225303e+07        3.225303e+02
               33710              100000        3.225329e+07        3.225329e+02
               33711              100000        3.225354e+07        3.225354e+02
               33712              100000        3.225380e+07        3.225380e+02
               33713              100000        3.225405e+07        3.225405e+02
               33714              100000        3.225431e+07        3.225431e+02
               33715              100000        3.225456e+07        3.225456e+02
               33716              100000        3.225482e+07        3.225482e+02
               33717              100000        3.225507e+07        3.225507e+02
               33718              100000        3.225533e+07        3.225533e+02
               33719              100000        3.225558e+07        3.225558e+02
               33720              100000        3.225584e+07        3.225584e+02
               33721              100000        3.225609e+07        3.225609e+02
               33722              100000        3.225635e+07        3.225635e+02
               33723              100000        3.225660e+07        3.225660e+02
               33724              100000        3.225686e+07        3.225686e+02
               33725              100000        3.225711e+07        3.225711e+02
               33726              100000        3.225737e+07        3.225737e+02
               33727              100000        3.225762e+07        3.225762e+02
               33728              100000        3.225788e+07        3.225788e+02
               33729              100000        3.225814e+07        3.225814e+02
               33730              100000        3.225839e+07        3.225839e+02
               33731              100000        3.225865e+07        3.225865e+02
               33732              100000        3.225890e+07        3.225890e+02
               33733              100000        3.225916e+07        3.225916e+02
               33734              100000        3.225941e+07        3.225941e+02
               33735              100000        3.225967e+07        3.225967e+02
               33736              100000        3.225992e+07        3.225992e+02
               33737              100000        3.226018e+07        3.226018e+02
               33738              100000        3.226043e+07        3.226043e+02
               33739              100000        3.226069e+07        3.226069e+02
               33740              100000        3.226094e+07        3.226094e+02
               33741              100000        3.226120e+07        3.226120e+02
               33742              100000        3.226145e+07        3.226145e+02
               33743              100000        3.226171e+07        3.226171e+02
               33744              100000        3.226196e+07        3.226196e+02
               33745              100000        3.226222e+07        3.226222e+02
               33746              100000        3.226247e+07        3.226247e+02
               33747              100000        3.226273e+07        3.226273e+02
               33748              100000        3.226298e+07        3.226298e+02
               33749              100000        3.226324e+07        3.226324e+02
               33750              100000        3.226349e+07        3.226349e+02
               33751              100000        3.226375e+07        3.226375e+02
               33752              100000        3.226400e+07        3.226400e+02
               33753              100000        3.226426e+07        3.226426e+02
               33754              100000        3.226451e+07        3.226451e+02
               33755              100000        3.226477e+07        3.226477e+02
               33756              100000        3.226502e+07        3.226502e+02
               33757              100000        3.226528e+07        3.226528e+02
               33758              100000        3.226553e+07        3.226553e+02
               33759              100000        3.226579e+07        3.226579e+02
               33760              100000        3.226604e+07        3.226604e+02
               33761              100000        3.226630e+07        3.226630e+02
               33762              100000        3.226655e+07        3.226655e+02
               33763              100000        3.226681e+07        3.226681e+02
               33764              100000        3.226706e+07        3.226706e+02
               33765              100000        3.226732e+07        3.226732e+02
               33766              100000        3.226757e+07        3.226757e+02
               33767              100000        3.226783e+07        3.226783e+02
               33768              100000        3.226808e+07        3.226808e+02
               33769              100000        3.226833e+07        3.226833e+02
               33770              100000        3.226859e+07        3.226859e+02
               33771              100000        3.226884e+07        3.226884e+02
               33772              100000        3.226910e+07        3.226910e+02
               33773              100000        3.226935e+07        3.226935e+02
               33774              100000        3.226961e+07        3.226961e+02
               33775              100000        3.226986e+07        3.226986e+02
               33776              100000        3.227012e+07        3.227012e+02
               33777              100000        3.227037e+07        3.227037e+02
               33778              100000        3.227063e+07        3.227063e+02
               33779              100000        3.227088e+07        3.227088e+02
               33780              100000        3.227114e+07        3.227114e+02
               33781              100000        3.227139e+07        3.227139e+02
               33782              100000        3.227165e+07        3.227165e+02
               33783              100000        3.227190e+07        3.227190e+02
               33784              100000        3.227216e+07        3.227216e+02
               33785              100000        3.227241e+07        3.227241e+02
               33786              100000        3.227267e+07        3.227267e+02
               33787              100000        3.227292e+07        3.227292e+02
               33788              100000        3.227318e+07        3.227318e+02
               33789              100000        3.227343e+07        3.227343e+02
               33790              100000        3.227369e+07        3.227369e+02
               33791              100000        3.227394e+07        3.227394e+02
               33792              100000        3.227420e+07        3.227420e+02
               33793              100000        3.227445e+07        3.227445e+02
               33794              100000        3.227470e+07        3.227470e+02
               33795              100000        3.227496e+07        3.227496e+02
               33796              100000        3.227521e+07        3.227521e+02
               33797              100000        3.227547e+07        3.227547e+02
               33798              100000        3.227572e+07        3.227572e+02
               33799              100000        3.227598e+07        3.227598e+02
               33800              100000        3.227623e+07        3.227623e+02
               33801              100000        3.227649e+07        3.227649e+02
               33802              100000        3.227674e+07        3.227674e+02
               33803              100000        3.227700e+07        3.227700e+02
               33804              100000        3.227725e+07        3.227725e+02
               33805              100000        3.227751e+07        3.227751e+02
               33806              100000        3.227776e+07        3.227776e+02
               33807              100000        3.227802e+07        3.227802e+02
               33808              100000        3.227827e+07        3.227827e+02
               33809              100000        3.227853e+07        3.227853e+02
               33810              100000        3.227878e+07        3.227878e+02
               33811              100000        3.227903e+07        3.227903e+02
               33812              100000        3.227929e+07        3.227929e+02
               33813              100000        3.227954e+07        3.227954e+02
               33814              100000        3.227980e+07        3.227980e+02
               33815              100000        3.228005e+07        3.228005e+02
               33816              100000        3.228031e+07        3.228031e+02
               33817              100000        3.228056e+07        3.228056e+02
               33818              100000        3.228082e+07        3.228082e+02
               33819              100000        3.228107e+07        3.228107e+02
               33820              100000        3.228133e+07        3.228133e+02
               33821              100000        3.228158e+07        3.228158e+02
               33822              100000        3.228184e+07        3.228184e+02
               33823              100000        3.228209e+07        3.228209e+02
               33824              100000        3.228234e+07        3.228234e+02
               33825              100000        3.228260e+07        3.228260e+02
               33826              100000        3.228285e+07        3.228285e+02
               33827              100000        3.228311e+07        3.228311e+02
               33828              100000        3.228336e+07        3.228336e+02
               33829              100000        3.228362e+07        3.228362e+02
               33830              100000        3.228387e+07        3.228387e+02
               33831              100000        3.228413e+07        3.228413e+02
               33832              100000        3.228438e+07        3.228438e+02
               33833              100000        3.228464e+07        3.228464e+02
               33834              100000        3.228489e+07        3.228489e+02
               33835              100000        3.228514e+07        3.228514e+02
               33836              100000        3.228540e+07        3.228540e+02
               33837              100000        3.228565e+07        3.228565e+02
               33838              100000        3.228591e+07        3.228591e+02
               33839              100000        3.228616e+07        3.228616e+02
               33840              100000        3.228642e+07        3.228642e+02
               33841              100000        3.228667e+07        3.228667e+02
               33842              100000        3.228693e+07        3.228693e+02
               33843              100000        3.228718e+07        3.228718e+02
               33844              100000        3.228743e+07        3.228743e+02
               33845              100000        3.228769e+07        3.228769e+02
               33846              100000        3.228794e+07        3.228794e+02
               33847              100000        3.228820e+07        3.228820e+02
               33848              100000        3.228845e+07        3.228845e+02
               33849              100000        3.228871e+07        3.228871e+02
               33850              100000        3.228896e+07        3.228896e+02
               33851              100000        3.228922e+07        3.228922e+02
               33852              100000        3.228947e+07        3.228947e+02
               33853              100000        3.228972e+07        3.228972e+02
               33854              100000        3.228998e+07        3.228998e+02
               33855              100000        3.229023e+07        3.229023e+02
               33856              100000        3.229049e+07        3.229049e+02
               33857              100000        3.229074e+07        3.229074e+02
               33858              100000        3.229100e+07        3.229100e+02
               33859              100000        3.229125e+07        3.229125e+02
               33860              100000        3.229150e+07        3.229150e+02
               33861              100000        3.229176e+07        3.229176e+02
               33862              100000        3.229201e+07        3.229201e+02
               33863              100000        3.229227e+07        3.229227e+02
               33864              100000        3.229252e+07        3.229252e+02
               33865              100000        3.229278e+07        3.229278e+02
               33866              100000        3.229303e+07        3.229303e+02
               33867              100000        3.229329e+07        3.229329e+02
               33868              100000        3.229354e+07        3.229354e+02
               33869              100000        3.229379e+07        3.229379e+02
               33870              100000        3.229405e+07        3.229405e+02
               33871              100000        3.229430e+07        3.229430e+02
               33872              100000        3.229456e+07        3.229456e+02
               33873              100000        3.229481e+07        3.229481e+02
               33874              100000        3.229507e+07        3.229507e+02
               33875              100000        3.229532e+07        3.229532e+02
               33876              100000        3.229557e+07        3.229557e+02
               33877              100000        3.229583e+07        3.229583e+02
               33878              100000        3.229608e+07        3.229608e+02
               33879              100000        3.229634e+07        3.229634e+02
               33880              100000        3.229659e+07        3.229659e+02
               33881              100000        3.229685e+07        3.229685e+02
               33882              100000        3.229710e+07        3.229710e+02
               33883              100000        3.229735e+07        3.229735e+02
               33884              100000        3.229761e+07        3.229761e+02
               33885              100000        3.229786e+07        3.229786e+02
               33886              100000        3.229812e+07        3.229812e+02
               33887              100000        3.229837e+07        3.229837e+02
               33888              100000        3.229862e+07        3.229862e+02
               33889              100000        3.229888e+07        3.229888e+02
               33890              100000        3.229913e+07        3.229913e+02
               33891              100000        3.229939e+07        3.229939e+02
               33892              100000        3.229964e+07        3.229964e+02
               33893              100000        3.229990e+07        3.229990e+02
               33894              100000        3.230015e+07        3.230015e+02
               33895              100000        3.230040e+07        3.230040e+02
               33896              100000        3.230066e+07        3.230066e+02
               33897              100000        3.230091e+07        3.230091e+02
               33898              100000        3.230117e+07        3.230117e+02
               33899              100000        3.230142e+07        3.230142e+02
               33900              100000        3.230167e+07        3.230167e+02
               33901              100000        3.230193e+07        3.230193e+02
               33902              100000        3.230218e+07        3.230218e+02
               33903              100000        3.230244e+07        3.230244e+02
               33904              100000        3.230269e+07        3.230269e+02
               33905              100000        3.230295e+07        3.230295e+02
               33906              100000        3.230320e+07        3.230320e+02
               33907              100000        3.230345e+07        3.230345e+02
               33908              100000        3.230371e+07        3.230371e+02
               33909              100000        3.230396e+07        3.230396e+02
               33910              100000        3.230422e+07        3.230422e+02
               33911              100000        3.230447e+07        3.230447e+02
               33912              100000        3.230472e+07        3.230472e+02
               33913              100000        3.230498e+07        3.230498e+02
               33914              100000        3.230523e+07        3.230523e+02
               33915              100000        3.230549e+07        3.230549e+02
               33916              100000        3.230574e+07        3.230574e+02
               33917              100000        3.230599e+07        3.230599e+02
               33918              100000        3.230625e+07        3.230625e+02
               33919              100000        3.230650e+07        3.230650e+02
               33920              100000        3.230676e+07        3.230676e+02
               33921              100000        3.230701e+07        3.230701e+02
               33922              100000        3.230726e+07        3.230726e+02
               33923              100000        3.230752e+07        3.230752e+02
               33924              100000        3.230777e+07        3.230777e+02
               33925              100000        3.230803e+07        3.230803e+02
               33926              100000        3.230828e+07        3.230828e+02
               33927              100000        3.230853e+07        3.230853e+02
               33928              100000        3.230879e+07        3.230879e+02
               33929              100000        3.230904e+07        3.230904e+02
               33930              100000        3.230930e+07        3.230930e+02
               33931              100000        3.230955e+07        3.230955e+02
               33932              100000        3.230980e+07        3.230980e+02
               33933              100000        3.231006e+07        3.231006e+02
               33934              100000        3.231031e+07        3.231031e+02
               33935              100000        3.231057e+07        3.231057e+02
               33936              100000        3.231082e+07        3.231082e+02
               33937              100000        3.231107e+07        3.231107e+02
               33938              100000        3.231133e+07        3.231133e+02
               33939              100000        3.231158e+07        3.231158e+02
               33940              100000        3.231184e+07        3.231184e+02
               33941              100000        3.231209e+07        3.231209e+02
               33942              100000        3.231234e+07        3.231234e+02
               33943              100000        3.231260e+07        3.231260e+02
               33944              100000        3.231285e+07        3.231285e+02
               33945              100000        3.231310e+07        3.231310e+02
               33946              100000        3.231336e+07        3.231336e+02
               33947              100000        3.231361e+07        3.231361e+02
               33948              100000        3.231387e+07        3.231387e+02
               33949              100000        3.231412e+07        3.231412e+02
               33950              100000        3.231437e+07        3.231437e+02
               33951              100000        3.231463e+07        3.231463e+02
               33952              100000        3.231488e+07        3.231488e+02
               33953              100000        3.231514e+07        3.231514e+02
               33954              100000        3.231539e+07        3.231539e+02
               33955              100000        3.231564e+07        3.231564e+02
               33956              100000        3.231590e+07        3.231590e+02
               33957              100000        3.231615e+07        3.231615e+02
               33958              100000        3.231640e+07        3.231640e+02
               33959              100000        3.231666e+07        3.231666e+02
               33960              100000        3.231691e+07        3.231691e+02
               33961              100000        3.231717e+07        3.231717e+02
               33962              100000        3.231742e+07        3.231742e+02
               33963              100000        3.231767e+07        3.231767e+02
               33964              100000        3.231793e+07        3.231793e+02
               33965              100000        3.231818e+07        3.231818e+02
               33966              100000        3.231843e+07        3.231843e+02
               33967              100000        3.231869e+07        3.231869e+02
               33968              100000        3.231894e+07        3.231894e+02
               33969              100000        3.231920e+07        3.231920e+02
               33970              100000        3.231945e+07        3.231945e+02
               33971              100000        3.231970e+07        3.231970e+02
               33972              100000        3.231996e+07        3.231996e+02
               33973              100000        3.232021e+07        3.232021e+02
               33974              100000        3.232046e+07        3.232046e+02
               33975              100000        3.232072e+07        3.232072e+02
               33976              100000        3.232097e+07        3.232097e+02
               33977              100000        3.232123e+07        3.232123e+02
               33978              100000        3.232148e+07        3.232148e+02
               33979              100000        3.232173e+07        3.232173e+02
               33980              100000        3.232199e+07        3.232199e+02
               33981              100000        3.232224e+07        3.232224e+02
               33982              100000        3.232249e+07        3.232249e+02
               33983              100000        3.232275e+07        3.232275e+02
               33984              100000        3.232300e+07        3.232300e+02
               33985              100000        3.232325e+07        3.232325e+02
               33986              100000        3.232351e+07        3.232351e+02
               33987              100000        3.232376e+07        3.232376e+02
               33988              100000        3.232402e+07        3.232402e+02
               33989              100000        3.232427e+07        3.232427e+02
               33990              100000        3.232452e+07        3.232452e+02
               33991              100000        3.232478e+07        3.232478e+02
               33992              100000        3.232503e+07        3.232503e+02
               33993              100000        3.232528e+07        3.232528e+02
               33994              100000        3.232554e+07        3.232554e+02
               33995              100000        3.232579e+07        3.232579e+02
               33996              100000        3.232604e+07        3.232604e+02
               33997              100000        3.232630e+07        3.232630e+02
               33998              100000        3.232655e+07        3.232655e+02
               33999              100000        3.232681e+07        3.232681e+02
               34000              100000        3.232706e+07        3.232706e+02
               34001              100000        3.232731e+07        3.232731e+02
               34002              100000        3.232757e+07        3.232757e+02
               34003              100000        3.232782e+07        3.232782e+02
               34004              100000        3.232807e+07        3.232807e+02
               34005              100000        3.232833e+07        3.232833e+02
               34006              100000        3.232858e+07        3.232858e+02
               34007              100000        3.232883e+07        3.232883e+02
               34008              100000        3.232909e+07        3.232909e+02
               34009              100000        3.232934e+07        3.232934e+02
               34010              100000        3.232959e+07        3.232959e+02
               34011              100000        3.232985e+07        3.232985e+02
               34012              100000        3.233010e+07        3.233010e+02
               34013              100000        3.233035e+07        3.233035e+02
               34014              100000        3.233061e+07        3.233061e+02
               34015              100000        3.233086e+07        3.233086e+02
               34016              100000        3.233112e+07        3.233112e+02
               34017              100000        3.233137e+07        3.233137e+02
               34018              100000        3.233162e+07        3.233162e+02
               34019              100000        3.233188e+07        3.233188e+02
               34020              100000        3.233213e+07        3.233213e+02
               34021              100000        3.233238e+07        3.233238e+02
               34022              100000        3.233264e+07        3.233264e+02
               34023              100000        3.233289e+07        3.233289e+02
               34024              100000        3.233314e+07        3.233314e+02
               34025              100000        3.233340e+07        3.233340e+02
               34026              100000        3.233365e+07        3.233365e+02
               34027              100000        3.233390e+07        3.233390e+02
               34028              100000        3.233416e+07        3.233416e+02
               34029              100000        3.233441e+07        3.233441e+02
               34030              100000        3.233466e+07        3.233466e+02
               34031              100000        3.233492e+07        3.233492e+02
               34032              100000        3.233517e+07        3.233517e+02
               34033              100000        3.233542e+07        3.233542e+02
               34034              100000        3.233568e+07        3.233568e+02
               34035              100000        3.233593e+07        3.233593e+02
               34036              100000        3.233618e+07        3.233618e+02
               34037              100000        3.233644e+07        3.233644e+02
               34038              100000        3.233669e+07        3.233669e+02
               34039              100000        3.233694e+07        3.233694e+02
               34040              100000        3.233720e+07        3.233720e+02
               34041              100000        3.233745e+07        3.233745e+02
               34042              100000        3.233770e+07        3.233770e+02
               34043              100000        3.233796e+07        3.233796e+02
               34044              100000        3.233821e+07        3.233821e+02
               34045              100000        3.233846e+07        3.233846e+02
               34046              100000        3.233872e+07        3.233872e+02
               34047              100000        3.233897e+07        3.233897e+02
               34048              100000        3.233922e+07        3.233922e+02
               34049              100000        3.233948e+07        3.233948e+02
               34050              100000        3.233973e+07        3.233973e+02
               34051              100000        3.233998e+07        3.233998e+02
               34052              100000        3.234024e+07        3.234024e+02
               34053              100000        3.234049e+07        3.234049e+02
               34054              100000        3.234074e+07        3.234074e+02
               34055              100000        3.234100e+07        3.234100e+02
               34056              100000        3.234125e+07        3.234125e+02
               34057              100000        3.234150e+07        3.234150e+02
               34058              100000        3.234176e+07        3.234176e+02
               34059              100000        3.234201e+07        3.234201e+02
               34060              100000        3.234226e+07        3.234226e+02
               34061              100000        3.234252e+07        3.234252e+02
               34062              100000        3.234277e+07        3.234277e+02
               34063              100000        3.234302e+07        3.234302e+02
               34064              100000        3.234327e+07        3.234327e+02
               34065              100000        3.234353e+07        3.234353e+02
               34066              100000        3.234378e+07        3.234378e+02
               34067              100000        3.234403e+07        3.234403e+02
               34068              100000        3.234429e+07        3.234429e+02
               34069              100000        3.234454e+07        3.234454e+02
               34070              100000        3.234479e+07        3.234479e+02
               34071              100000        3.234505e+07        3.234505e+02
               34072              100000        3.234530e+07        3.234530e+02
               34073              100000        3.234555e+07        3.234555e+02
               34074              100000        3.234581e+07        3.234581e+02
               34075              100000        3.234606e+07        3.234606e+02
               34076              100000        3.234631e+07        3.234631e+02
               34077              100000        3.234657e+07        3.234657e+02
               34078              100000        3.234682e+07        3.234682e+02
               34079              100000        3.234707e+07        3.234707e+02
               34080              100000        3.234733e+07        3.234733e+02
               34081              100000        3.234758e+07        3.234758e+02
               34082              100000        3.234783e+07        3.234783e+02
               34083              100000        3.234808e+07        3.234808e+02
               34084              100000        3.234834e+07        3.234834e+02
               34085              100000        3.234859e+07        3.234859e+02
               34086              100000        3.234884e+07        3.234884e+02
               34087              100000        3.234910e+07        3.234910e+02
               34088              100000        3.234935e+07        3.234935e+02
               34089              100000        3.234960e+07        3.234960e+02
               34090              100000        3.234986e+07        3.234986e+02
               34091              100000        3.235011e+07        3.235011e+02
               34092              100000        3.235036e+07        3.235036e+02
               34093              100000        3.235062e+07        3.235062e+02
               34094              100000        3.235087e+07        3.235087e+02
               34095              100000        3.235112e+07        3.235112e+02
               34096              100000        3.235137e+07        3.235137e+02
               34097              100000        3.235163e+07        3.235163e+02
               34098              100000        3.235188e+07        3.235188e+02
               34099              100000        3.235213e+07        3.235213e+02
               34100              100000        3.235239e+07        3.235239e+02
               34101              100000        3.235264e+07        3.235264e+02
               34102              100000        3.235289e+07        3.235289e+02
               34103              100000        3.235315e+07        3.235315e+02
               34104              100000        3.235340e+07        3.235340e+02
               34105              100000        3.235365e+07        3.235365e+02
               34106              100000        3.235390e+07        3.235390e+02
               34107              100000        3.235416e+07        3.235416e+02
               34108              100000        3.235441e+07        3.235441e+02
               34109              100000        3.235466e+07        3.235466e+02
               34110              100000        3.235492e+07        3.235492e+02
               34111              100000        3.235517e+07        3.235517e+02
               34112              100000        3.235542e+07        3.235542e+02
               34113              100000        3.235567e+07        3.235567e+02
               34114              100000        3.235593e+07        3.235593e+02
               34115              100000        3.235618e+07        3.235618e+02
               34116              100000        3.235643e+07        3.235643e+02
               34117              100000        3.235669e+07        3.235669e+02
               34118              100000        3.235694e+07        3.235694e+02
               34119              100000        3.235719e+07        3.235719e+02
               34120              100000        3.235744e+07        3.235744e+02
               34121              100000        3.235770e+07        3.235770e+02
               34122              100000        3.235795e+07        3.235795e+02
               34123              100000        3.235820e+07        3.235820e+02
               34124              100000        3.235846e+07        3.235846e+02
               34125              100000        3.235871e+07        3.235871e+02
               34126              100000        3.235896e+07        3.235896e+02
               34127              100000        3.235921e+07        3.235921e+02
               34128              100000        3.235947e+07        3.235947e+02
               34129              100000        3.235972e+07        3.235972e+02
               34130              100000        3.235997e+07        3.235997e+02
               34131              100000        3.236023e+07        3.236023e+02
               34132              100000        3.236048e+07        3.236048e+02
               34133              100000        3.236073e+07        3.236073e+02
               34134              100000        3.236098e+07        3.236098e+02
               34135              100000        3.236124e+07        3.236124e+02
               34136              100000        3.236149e+07        3.236149e+02
               34137              100000        3.236174e+07        3.236174e+02
               34138              100000        3.236200e+07        3.236200e+02
               34139              100000        3.236225e+07        3.236225e+02
               34140              100000        3.236250e+07        3.236250e+02
               34141              100000        3.236275e+07        3.236275e+02
               34142              100000        3.236301e+07        3.236301e+02
               34143              100000        3.236326e+07        3.236326e+02
               34144              100000        3.236351e+07        3.236351e+02
               34145              100000        3.236377e+07        3.236377e+02
               34146              100000        3.236402e+07        3.236402e+02
               34147              100000        3.236427e+07        3.236427e+02
               34148              100000        3.236452e+07        3.236452e+02
               34149              100000        3.236478e+07        3.236478e+02
               34150              100000        3.236503e+07        3.236503e+02
               34151              100000        3.236528e+07        3.236528e+02
               34152              100000        3.236553e+07        3.236553e+02
               34153              100000        3.236579e+07        3.236579e+02
               34154              100000        3.236604e+07        3.236604e+02
               34155              100000        3.236629e+07        3.236629e+02
               34156              100000        3.236654e+07        3.236654e+02
               34157              100000        3.236680e+07        3.236680e+02
               34158              100000        3.236705e+07        3.236705e+02
               34159              100000        3.236730e+07        3.236730e+02
               34160              100000        3.236756e+07        3.236756e+02
               34161              100000        3.236781e+07        3.236781e+02
               34162              100000        3.236806e+07        3.236806e+02
               34163              100000        3.236831e+07        3.236831e+02
               34164              100000        3.236857e+07        3.236857e+02
               34165              100000        3.236882e+07        3.236882e+02
               34166              100000        3.236907e+07        3.236907e+02
               34167              100000        3.236932e+07        3.236932e+02
               34168              100000        3.236958e+07        3.236958e+02
               34169              100000        3.236983e+07        3.236983e+02
               34170              100000        3.237008e+07        3.237008e+02
               34171              100000        3.237033e+07        3.237033e+02
               34172              100000        3.237059e+07        3.237059e+02
               34173              100000        3.237084e+07        3.237084e+02
               34174              100000        3.237109e+07        3.237109e+02
               34175              100000        3.237134e+07        3.237134e+02
               34176              100000        3.237160e+07        3.237160e+02
               34177              100000        3.237185e+07        3.237185e+02
               34178              100000        3.237210e+07        3.237210e+02
               34179              100000        3.237235e+07        3.237235e+02
               34180              100000        3.237261e+07        3.237261e+02
               34181              100000        3.237286e+07        3.237286e+02
               34182              100000        3.237311e+07        3.237311e+02
               34183              100000        3.237337e+07        3.237337e+02
               34184              100000        3.237362e+07        3.237362e+02
               34185              100000        3.237387e+07        3.237387e+02
               34186              100000        3.237412e+07        3.237412e+02
               34187              100000        3.237438e+07        3.237438e+02
               34188              100000        3.237463e+07        3.237463e+02
               34189              100000        3.237488e+07        3.237488e+02
               34190              100000        3.237513e+07        3.237513e+02
               34191              100000        3.237539e+07        3.237539e+02
               34192              100000        3.237564e+07        3.237564e+02
               34193              100000        3.237589e+07        3.237589e+02
               34194              100000        3.237614e+07        3.237614e+02
               34195              100000        3.237639e+07        3.237639e+02
               34196              100000        3.237665e+07        3.237665e+02
               34197              100000        3.237690e+07        3.237690e+02
               34198              100000        3.237715e+07        3.237715e+02
               34199              100000        3.237740e+07        3.237740e+02
               34200              100000        3.237766e+07        3.237766e+02
               34201              100000        3.237791e+07        3.237791e+02
               34202              100000        3.237816e+07        3.237816e+02
               34203              100000        3.237841e+07        3.237841e+02
               34204              100000        3.237867e+07        3.237867e+02
               34205              100000        3.237892e+07        3.237892e+02
               34206              100000        3.237917e+07        3.237917e+02
               34207              100000        3.237942e+07        3.237942e+02
               34208              100000        3.237968e+07        3.237968e+02
               34209              100000        3.237993e+07        3.237993e+02
               34210              100000        3.238018e+07        3.238018e+02
               34211              100000        3.238043e+07        3.238043e+02
               34212              100000        3.238069e+07        3.238069e+02
               34213              100000        3.238094e+07        3.238094e+02
               34214              100000        3.238119e+07        3.238119e+02
               34215              100000        3.238144e+07        3.238144e+02
               34216              100000        3.238170e+07        3.238170e+02
               34217              100000        3.238195e+07        3.238195e+02
               34218              100000        3.238220e+07        3.238220e+02
               34219              100000        3.238245e+07        3.238245e+02
               34220              100000        3.238270e+07        3.238270e+02
               34221              100000        3.238296e+07        3.238296e+02
               34222              100000        3.238321e+07        3.238321e+02
               34223              100000        3.238346e+07        3.238346e+02
               34224              100000        3.238371e+07        3.238371e+02
