              ZoneID              CeilID               Count       Ave_MinDist_x       Ave_MinDist_y       Ave_MinDist_z         Ave_MinDist   DevSqrt_MinDist_x   DevSqrt_MinDist_y   DevSqrt_MinDist_z     DevSqrt_MinDist
                   3               30754                   1        9.492019e+00        9.027516e+00        2.904000e+00        1.341744e+01        0.000000e+00        0.000000e+00        0.000000e+00        0.000000e+00
                   3               30805                   1        6.621224e+00        1.169315e+01        5.284000e+00        1.443922e+01        0.000000e+00        0.000000e+00        0.000000e+00        0.000000e+00
                   3               30811                   3        6.302704e+00        6.483236e+00        6.423667e+00        1.193581e+01        3.547757e+00        3.627438e+00        2.132213e+00        3.293580e+00
                   3               30862                   1        8.224490e+00        1.314703e+01        6.577000e+00        1.684469e+01        0.000000e+00        0.000000e+00        0.000000e+00        0.000000e+00
                   3               30868                   2        2.475799e+00        4.819260e+00        7.488000e+00        9.284309e+00        9.041785e-01        1.924612e+00        1.496000e+00        2.446689e+00
                   3               30919                   1        1.368557e+01        2.368236e+01        1.607800e+01        3.172776e+01        0.000000e+00        0.000000e+00        0.000000e+00        0.000000e+00
                   3               30925                   2        1.256147e+00        6.760899e+00        7.352500e+00        1.030607e+01        3.154740e-01        3.866251e+00        1.360500e+00        3.468453e+00
                   3               30976                   1        5.288761e+00        9.464060e-01        1.629300e+01        1.715601e+01        0.000000e+00        0.000000e+00        0.000000e+00        0.000000e+00
                   3               30982                   2        9.349740e-01        1.619600e+00        3.557500e+00        4.127500e+00        2.662590e-01        6.921545e-01        6.085000e-01        1.925572e-01
                   3               31034                   1        1.319336e+01        7.778838e+00        1.787300e+01        2.353761e+01        0.000000e+00        0.000000e+00        0.000000e+00        0.000000e+00
                   3               31036                   1        1.803620e+01        6.907818e+00        5.411000e+00        2.005745e+01        0.000000e+00        0.000000e+00        0.000000e+00        0.000000e+00
                   3               31037                   7        5.443588e+00        7.801573e+00        6.194000e+00        1.256314e+01        3.404727e+00        4.492654e+00        3.667685e+00        4.032150e+00
                   3               31038                   3        2.020067e+00        6.680347e+00        2.696333e+00        7.616567e+00        2.151518e+00        4.074225e+00        4.756472e-01        4.406859e+00
                   3               31039                   3        1.007920e+01        9.750250e+00        3.525333e+00        1.573139e+01        2.672229e+00        4.688691e+00        3.256364e+00        1.156578e+00
                   4               11147                   1        4.559010e+01        3.136891e+01        3.804400e+01        6.715513e+01        0.000000e+00        0.000000e+00        0.000000e+00        0.000000e+00
                   4               14850                   1        6.059850e-01        1.778612e+01        5.978700e+01        6.237947e+01        0.000000e+00        0.000000e+00        0.000000e+00        0.000000e+00
                   4               17645                   1        1.030215e+01        1.711479e+01        6.145300e+01        6.461828e+01        0.000000e+00        0.000000e+00        0.000000e+00        0.000000e+00
